cab-cap-w,"East West Furniture CAB-CAP-W Capri Kitchen Bench with Wood Seat, 51x15x18 Inch, Cappuccino"
esfr3-mah-05,"East West Furniture ESFR3-MAH-05 3 Piece Dinette Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Doeskin Linen Fabric Parsons Dining Chairs, 30x30 Inch, Mahogany"
esfr3-oak-20,"East West Furniture ESFR3-OAK-20 3 Piece Dinette Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Dark Gotham Linen Fabric Upholstered Chairs, 30x30 Inch, Oak"
esga3-mah-32,"East West Furniture ESGA3-MAH-32 3 Piece Dining Table Set for Small Spaces Contains a Round Wooden Table with Pedestal and 2 Light Beige Linen Fabric Parson Chairs, 30x30 Inch, Mahogany"
esgr3-mah-w,"East West Furniture ESGR3-MAH-W 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Kitchen Chairs, 30x30 Inch, Mahogany"
esgr3-oak-w,"East West Furniture ESGR3-OAK-W 3 Piece Dining Room Furniture Set Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 30x30 Inch, Oak"
esip3-mah-c,"East West Furniture ESIP3-MAH-C 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Linen Fabric Upholstered Dining Chairs, 30x30 Inch, Mahogany"
esip3-mah-w,"East West Furniture ESIP3-MAH-W 3 Piece Dining Table Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Wood Seat Chairs, 30x30 Inch, Mahogany"
esla3-mah-04,"East West Furniture ESLA3-MAH-04 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Light Tan Linen Fabric Parsons Chairs, 30x30 Inch, Mahogany"
esml3-mah-c,"East West Furniture ESML3-MAH-C 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Table with Pedestal and 2 Linen Fabric Dining Room Chairs, 30x30 Inch, Mahogany"
esml3-mah-lc,"East West Furniture ESML3-MAH-LC 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Faux Leather Upholstered Chairs, 30x30 Inch, Mahogany"
esml3-mah-w,"East West Furniture ESML3-MAH-W 3 Piece Dining Room Furniture Set Contains a Round Dining Table with Pedestal and 2 Wood Seat Chairs, 30x30 Inch, Mahogany"
esnf3-mah-c,"East West Furniture ESNF3-MAH-C 3 Piece Dinette Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Linen Fabric Dining Room Chairs, 30x30 Inch, Mahogany"
esnf3-mah-w,"East West Furniture ESNF3-MAH-W 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Dining Chairs, 30x30 Inch, Mahogany"
esnf3-oak-c,"East West Furniture ESNF3-OAK-C 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Linen Fabric Upholstered Dining Chairs, 30x30 Inch, Oak"
esnf3-oak-w,"East West Furniture ESNF3-OAK-W 3 Piece Dining Set Contains a Round Dining Table with Pedestal and 2 Kitchen Chairs, 30x30 Inch, Oak"
espo3-oak-c,"East West Furniture ESPO3-OAK-C 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Linen Fabric Kitchen Dining Chairs, 30x30 Inch, Oak"
espo3-oak-w,"East West Furniture ESPO3-OAK-W 3 Piece Dining Room Furniture Set Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 30x30 Inch, Oak"
essi3-mah-35,"East West Furniture ESSI3-MAH-35 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Doeskin Linen Fabric Upholstered Chairs, 30x30 Inch, Mahogany"
est-mah-tp,"East West Furniture EST-MAH-TP Eden Modern Dining Table - a Round Kitchen Table Top with Pedestal Base, 30x30 Inch, Mahogany"
est-oak-tp,"East West Furniture EST-OAK-TP Eden Kitchen Dining Table - a Round Wooden Table Top with Pedestal Base, 30x30 Inch, Oak"
esva3-oak-c,"East West Furniture ESVA3-OAK-C 3 Piece Dining Table Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Linen Fabric Upholstered Chairs, 30x30 Inch, Oak"
esva3-oak-w,"East West Furniture ESVA3-OAK-W 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Kitchen Dining Chairs, 30x30 Inch, Oak"
esve3-mah-47,"East West Furniture ESVE3-MAH-47 3 Piece Modern Dining Table Set Contains a Round Wooden Table and 2 Light Sable Linen Fabric Upholstered Chairs, 30x30 Inch, Mahogany"
fas-blk-w,"East West Furniture FAS-BLK-W Fairwind Counter Height Barstools - Ladder Back Wood Seat Chairs, Set of 2, Black & Cherry"
fas-cap-lc,"East West Furniture FAS-CAP-LC Fairwind Counter Height Barstools - Faux Leather Upholstered Wooden Chairs, Set of 2, Cappuccino"
fas-cap-w,"East West Furniture FAS-CAP-W Fairwind Counter Height Dining Stools - Ladder Back Wood Seat Chairs, Set of 2, Cappuccino"
flp1t21,"East West Furniture FLP1T21 Florence Parson Chairs - Nailhead Trim Blue Linen Fabric Upholstered Dining Chairs, Set of 2, Black"
flp2t01,"East West Furniture FLP2T01 Florence Parsons Dining Chairs - Nailhead Trim Cream Linen Fabric Upholstered Chairs, Set of 2, Linen White"
flp3t18,"East West Furniture FLP3T18 Florence Classic Parson Chairs - Nailhead Trim Brown Linen Linen Fabric Upholstered Dining Chairs, Set of 2, Mahogany"
flp6t24,"East West Furniture FLP6T24 Florence Parson Dining Room Chairs - Nailhead Trim Black Linen Fabric Padded Chairs, Set of 2, Wirebrushed Black"
flp7t16,"East West Furniture FLP7T16 Florence Parsons Dining Chairs - Nailhead Trim Dark Khaki Linen Fabric Padded Chairs, Set of 2, Jacobean"
flp8t04,"East West Furniture FLP8T04 Florence Parson Dining Room Chairs - Nailhead Trim Light Tan Linen Fabric Upholstered Chairs, Set of 2, Walnut"
fop1t01,"East West Furniture FOP1T01 Forney Parson Dining Chairs - Button Tufted Nailhead Trim Cream Linen Fabric Padded Chairs, Set of 2, Black"
fop2t44,"East West Furniture FOP2T44 Forney Parson Chairs - Button Tufted Nailhead Trim Light grey Faux Leather Padded Dining Chairs, Set of 2, Linen White"
fop3t46,"East West Furniture FOP3T46 Forney Parsons Dining Chairs - Button Tufted Nailhead Trim Brown Faux Faux Leather Upholstered Chairs, Set of 2, Mahogany"
fop3t47,"East West Furniture FOP3T47 Forney Parsons Dining Chairs - Button Tufted Nailhead Trim Light Sable Linen Fabric Upholstered Chairs, Set of 2, Mahogany"
fop6t24,"East West Furniture FOP6T24 Forney Parson Kitchen Chairs - Button Tufted Nailhead Trim Black Linen Fabric Upholstered Dining Chairs, Set of 2, Wirebrushed Black"
fop7t49,"East West Furniture FOP7T49 Forney Parsons Dining Chairs - Button Tufted Nailhead Trim Black Faux Leather Padded Chairs, Set of 2, Jacobean"
fop8t18,"East West Furniture FOP8T18 Forney Parson Dining Room Chairs - Button Tufted Nailhead Trim Brown Linen Linen Fabric Padded Chairs, Set of 2, Walnut"
frp1t02,"East West Furniture FRP1T02 Friona Parson Dining Room Chairs - Button Tufted Nailhead Trim Light Beige Linen Fabric Padded Chairs, Set of 2, Black"
frp2t18,"East West Furniture FRP2T18 Friona Parsons Dining Chairs - Button Tufted Nailhead Trim Brown Linen Linen Fabric Upholstered Chairs, Set of 2, Linen White"
frp3t05,"East West Furniture FRP3T05 Friona Parson Dining Chairs - Button Tufted Nailhead Trim Doeskin Linen Fabric Upholstered Chairs, Set of 2, Mahogany"
frp4b20,"East West Furniture FRP4B20 Friona Parson Kitchen Chairs - Button Tufted Nailhead Trim Dark Gotham Linen Fabric Upholstered Dining Chairs, Set of 2, Oak"
frp4t20,"East West Furniture FRP4T20 Friona Parson Dining Room Chairs - Button Tufted Nailhead Trim Dark Gotham Linen Fabric Upholstered Chairs, Set of 2, Oak"
gap1t24,"East West Furniture GAP1T24 Gallatin Parsons Dining Chairs - Button Tufted Nailhead Trim Black Linen Fabric Upholstered Chairs, Set of 2, Black"
gap2t35,"East West Furniture GAP2T35 Gallatin Modern Parson Chairs - Button Tufted Nailhead Trim Doeskin Linen Fabric Padded Dining Chairs, Set of 2, Linen White"
gap3t32,"East West Furniture GAP3T32 Gallatin Parsons Dining Chairs - Button Tufted Nailhead Trim Light Beige Linen Fabric Padded Chairs, Set of 2, Mahogany"
gap6t50,"East West Furniture GAP6T50 Gallatin Parson Chairs - Button Tufted Nailhead Trim Dark Gotham Linen Fabric Upholstered Dining Chairs, Set of 2, Wirebrushed Black"
gap7t40,"East West Furniture GAP7T40 Gallatin Parson Kitchen Chairs - Button Tufted Nailhead Trim Dahlia Linen Fabric Padded Dining Chairs, Set of 2, Jacobean"
gap8t03,"East West Furniture GAP8T03 Gallatin Parson Dining Chairs - Button Tufted Nailhead Trim Brown Linen Fabric Upholstered Chairs, Set of 2, Walnut"
gone05,East West Furniture GONE05 Gordon Round Night Stand End Table With Drawer in White Finish
gone11,East West Furniture GONE11 Gordon Round Night Stand End Table With Drawer in Black Finish
gone12,East West Furniture GONE12 Gordon Round Night Stand End Table With Drawer in Clover Green Finish
gone13,East West Furniture GONE13 Gordon Round Night Stand End Table With Drawer in Burgundy Finish
gone14,East West Furniture GONE14 Gordon Round Night Stand End Table With Drawer in Urban Gray Finish
gone15,East West Furniture GONE15 Gordon Round Night Stand End Table With Drawer in Navy Blue Finish
grc-blk-w,"East West Furniture GRC-BLK-W Groton Dining Chairs - Slat Back Wood Seat Kitchen Chairs, Set of 2, Black"
grc-mah-w,"East West Furniture GRC-MAH-W Groton Dining Room Chairs - Slat Back Wood Seat Chairs, Set of 2, Mahogany"
grc-oak-w,"East West Furniture GRC-OAK-W Groton Kitchen Dining Chairs - Slat Back Wooden Seat Chairs, Set of 2, Oak"
grc-whi-w,"East West Furniture GRC-WHI-W Groton Dining Chairs - Slat Back Wooden Seat Chairs, Set of 2, Linen White"
grs-oak-w,"East West Furniture GRS-OAK-W Groton Counter Height Stools - Slat Back Wood Seat Chairs, Set of 2, Oak"
grs-whi-w,"East West Furniture GRS-WHI-W Groton Counter Height Barstools - Slat Back Wood Seat Chairs, Set of 2, Buttermilk & Cherry"
hane05,East West Furniture HANE05 Hamilton Square Night Stand End Table With Drawer in White Finish
hane11,East West Furniture HANE11 Hamilton Square Night Stand End Table With Drawer in Black Finish
hane12,East West Furniture HANE12 Hamilton Square Night Stand End Table With Drawer in Clover Green Finish
hane13,East West Furniture HANE13 Hamilton Square Night Stand End Table With Drawer in Burgundy Finish
hane14,East West Furniture HANE14 Hamilton Square Night Stand End Table With Drawer in Urban Gray Finish
hane15,East West Furniture HANE15 Hamilton Square Night Stand End Table With Drawer in Navy Blue Finish
hbab3-awa-05,"East West Furniture HBAB3-AWA-05 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Grey Linen Fabric Upholstered Parson Chairs, 42x42 Inch, Walnut"
hbab3-lwh-02,"East West Furniture HBAB3-LWH-02 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Light Beige Linen Fabric Upholstered Parson Chairs, 42x42 Inch, Linen White"
hbab3-lwh-64,"East West Furniture HBAB3-LWH-64 3 Piece Dining Room Table Set  Contains a Round Kitchen Table with Pedestal and 2 White Faux Leather Parson Dining Chairs, 42x42 Inch, Linen White"
hbab3-mah-18,"East West Furniture HBAB3-MAH-18 3 Piece Dining Room Table Set  Contains a Round Kitchen Table with Pedestal and 2 Coffee Linen Fabric Parson Dining Chairs, 42x42 Inch, Mahogany"
hbab3-mah-72,"East West Furniture HBAB3-MAH-72 3 Piece Dining Table Set Contains a Round Dining Room Table with Pedestal and 2 Firebrick Red Faux Leather Parsons Chairs, 42x42 Inch, Mahogany"
hbab5-lwh-02,"East West Furniture HBAB5-LWH-02 5 Piece Dining Room Table Set Includes a Round Dining Table with Pedestal and 4 Light Beige Linen Fabric Upholstered Parson Chairs, 42x42 Inch, Linen White"
hbab5-lwh-64,"East West Furniture HBAB5-LWH-64 5 Piece Dining Set Includes a Round Dining Room Table with Pedestal and 4 White Faux Leather Upholstered Parson Chairs, 42x42 Inch, Linen White"
hbab5-mah-18,"East West Furniture HBAB5-MAH-18 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Coffee Linen Fabric Parson Dining Room Chairs, 42x42 Inch, Mahogany"
hbab5-mah-72,"East West Furniture HBAB5-MAH-72 5 Piece Dining Table Set Includes a Round Wooden Table with Pedestal and 4 Firebrick Red Faux Leather Parson Dining Room Chairs, 42x42 Inch, Mahogany"
hbad3-lwh-lc,"East West Furniture HBAD3-LWH-LC 3 Piece Kitchen Table Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Faux Leather Dining Room Chairs, 42x42 Inch, Linen White"
hbad5-lwh-lc,"East West Furniture HBAD5-LWH-LC 5 Piece Dining Set Includes a Round Dining Room Table with Pedestal and 4 Faux Leather Upholstered Chairs, 42x42 Inch, Linen White"
hbav3-lwh-w,"East West Furniture HBAV3-LWH-W 3 Piece Dining Room Furniture Set Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Linen White"
hbav5-lwh-w,"East West Furniture HBAV5-LWH-W 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 42x42 Inch, Linen White"
hbba3-lwh-01,"East West Furniture HBBA3-LWH-01 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Cream Linen Fabric Upholstered Parson Chairs, 42x42 Inch, Linen White"
hbba3-mah-18,"East West Furniture HBBA3-MAH-18 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Brown Linen Linen Fabric Parsons Dining Chairs, 42x42 Inch, Mahogany"
hbba5-lwh-01,"East West Furniture HBBA5-LWH-01 5 Piece Kitchen Table Set for 4 Includes a Round Dining Table with Pedestal and 4 Cream Linen Fabric Parson Dining Room Chairs, 42x42 Inch, Linen White"
hbba5-mah-18,"East West Furniture HBBA5-MAH-18 5 Piece Modern Dining Table Set Includes a Round Wooden Table with Pedestal and 4 Brown Linen Linen Fabric Parson Dining Chairs, 42x42 Inch, Mahogany"
hbbo3-lwh-c,"East West Furniture HBBO3-LWH-C 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Linen Fabric Kitchen Dining Chairs, 42x42 Inch, Linen White"
hbbo3-lwh-w,"East West Furniture HBBO3-LWH-W 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Room Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Linen White"
hbbo3-mah-w,"East West Furniture HBBO3-MAH-W 3 Piece Dining Room Table Set  Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Mahogany"
hbbo5-lwh-c,"East West Furniture HBBO5-LWH-C 5 Piece Modern Dining Table Set Includes a Round Wooden Table with Pedestal and 4 Linen Fabric Kitchen Dining Chairs, 42x42 Inch, Linen White"
hbbo5-lwh-w,"East West Furniture HBBO5-LWH-W 5 Piece Dining Room Furniture Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 42x42 Inch, Linen White"
hbbo5-mah-w,"East West Furniture HBBO5-MAH-W 5 Piece Dining Set Includes a Round Dining Table with Pedestal and 4 Kitchen Chairs, 42x42 Inch, Mahogany"
hbcl3-lwh-c,"East West Furniture HBCL3-LWH-C 3 Piece Dining Table Set for Small Spaces Contains a Round Dining Room Table with Pedestal and 2 Linen Fabric Upholstered Chairs, 42x42 Inch, Linen White"
hbcl3-lwh-w,"East West Furniture HBCL3-LWH-W 3 Piece Dinette Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Linen White"
hbcl3-mah-c,"East West Furniture HBCL3-MAH-C 3 Piece Dinette Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Linen Fabric Dining Room Chairs, 42x42 Inch, Mahogany"
hbcl3-mah-w,"East West Furniture HBCL3-MAH-W 3 Piece Dinette Set for Small Spaces Contains a Round Dining Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Mahogany"
hbcl5-lwh-c,"East West Furniture HBCL5-LWH-C 5 Piece Dining Table Set for 4 Includes a Round Kitchen Table with Pedestal and 4 Linen Fabric Dining Room Chairs, 42x42 Inch, Linen White"
hbcl5-lwh-w,"East West Furniture HBCL5-LWH-W 5 Piece Dining Set Includes a Round Dining Room Table with Pedestal and 4 Kitchen Chairs, 42x42 Inch, Linen White"
hbcl5-mah-c,"East West Furniture HBCL5-MAH-C 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Linen Fabric Upholstered Dining Chairs, 42x42 Inch, Mahogany"
hbcl5-mah-w,"East West Furniture HBCL5-MAH-W 5 Piece Dining Room Furniture Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 42x42 Inch, Mahogany"
hbda3-lwh-c,"East West Furniture HBDA3-LWH-C 3 Piece Dining Room Table Set  Contains a Round Kitchen Table with Pedestal and 2 Linen Fabric Upholstered Dining Chairs, 42x42 Inch, Linen White"
hbda3-lwh-w,"East West Furniture HBDA3-LWH-W 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Linen White"
hbda3-mah-c,"East West Furniture HBDA3-MAH-C 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Linen Fabric Upholstered Chairs, 42x42 Inch, Mahogany"
hbda3-mah-w,"East West Furniture HBDA3-MAH-W 3 Piece Modern Dining Table Set Contains a Round Wooden Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Mahogany"
hbda5-lwh-c,"East West Furniture HBDA5-LWH-C 5 Piece Kitchen Table & Chairs Set Includes a Round Dining Room Table with Pedestal and 4 Linen Fabric Upholstered Chairs, 42x42 Inch, Linen White"
hbda5-lwh-w,"East West Furniture HBDA5-LWH-W 5 Piece Dinette Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Kitchen Dining Chairs, 42x42 Inch, Linen White"
hbda5-mah-c,"East West Furniture HBDA5-MAH-C 5 Piece Dinette Set for 4 Includes a Round Dining Room Table with Pedestal and 4 Linen Fabric Kitchen Dining Chairs, 42x42 Inch, Mahogany"
hbda5-mah-w,"East West Furniture HBDA5-MAH-W 5 Piece Dining Set Includes a Round Dining Table with Pedestal and 4 Kitchen Chairs, 42x42 Inch, Mahogany"
hbdr3-lwh-07,"East West Furniture HBDR3-LWH-07 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Gray Linen Fabric Upholstered Parson Chairs, 42x42 Inch, Linen White"
hbdr3-mah-01,"East West Furniture HBDR3-MAH-01 3 Piece Dining Room Furniture Set Contains a Round Dining Table with Pedestal and 2 Cream Linen Fabric Upholstered Parson Chairs, 42x42 Inch, Mahogany"
hbdr5-lwh-07,"East West Furniture HBDR5-LWH-07 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Gray Linen Fabric Parson Dining Chairs, 42x42 Inch, Linen White"
hbdr5-mah-01,"East West Furniture HBDR5-MAH-01 5 Piece Modern Dining Table Set Includes a Round Wooden Table with Pedestal and 4 Cream Linen Fabric Upholstered Parson Chairs, 42x42 Inch, Mahogany"
hbdu3-mah-c,"East West Furniture HBDU3-MAH-C 3 Piece Dining Set Contains a Round Dining Room Table with Pedestal and 2 Linen Fabric Upholstered Kitchen Chairs, 42x42 Inch, Mahogany"
hbdu3-mah-w,"East West Furniture HBDU3-MAH-W 3 Piece Dining Room Table Set  Contains a Round Kitchen Table with Pedestal and 2 Dining Chairs, 42x42 Inch, Mahogany"
hbdu5-mah-c,"East West Furniture HBDU5-MAH-C 5 Piece Modern Dining Table Set Includes a Round Wooden Table with Pedestal and 4 Linen Fabric Dining Room Chairs, 42x42 Inch, Mahogany"
hbdu5-mah-w,"East West Furniture HBDU5-MAH-W 5 Piece Dining Room Table Set Includes a Round Kitchen Table with Pedestal and 4 Dining Chairs, 42x42 Inch, Mahogany"
hbel3-abk-35,"East West Furniture HBEL3-ABK-35 3 Piece Kitchen Table & Chairs Set Contains a Round Dining Table with Pedestal and 2 Doeskin Linen Fabric Upholstered Chairs, 42x42 Inch, Wirebrushed Black"
